nums,Regions,MissedRegions,Cover,Functions,MissedFunctions,Executed,Lines,MissedLines,Cover
2786,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2787,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2788,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2789,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2790,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2791,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2792,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2793,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2794,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2795,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2796,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2797,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2798,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2799,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2800,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2801,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2802,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2803,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2804,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2805,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2806,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2807,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2808,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2809,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2810,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2811,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2812,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2813,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2814,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2815,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2816,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2817,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2818,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2819,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2820,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2821,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2822,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2823,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2824,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2825,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2826,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2827,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2828,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2829,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2830,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2831,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2832,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2833,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2834,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2835,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2836,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2837,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2838,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2839,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2840,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2841,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2842,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2843,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2844,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2845,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2846,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2847,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2848,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2849,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2850,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2851,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2852,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2853,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2854,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2855,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2856,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2857,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2858,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2859,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2860,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2861,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2862,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2863,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2864,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2865,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2866,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2867,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2868,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2869,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2870,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2871,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2872,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2873,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2874,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2875,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2876,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2877,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2878,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2879,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2880,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2881,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2882,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2883,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2884,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2885,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2886,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2887,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2888,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2889,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2890,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2891,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2892,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2893,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2894,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2895,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2896,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2897,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2898,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2899,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2900,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2901,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2902,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2903,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2904,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2905,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2906,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2907,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2908,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2909,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2910,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2911,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2912,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2913,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2914,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2915,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2916,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2917,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2918,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2919,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2920,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2921,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2922,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2923,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2924,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2925,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2926,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2927,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2928,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2929,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2930,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2931,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2932,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2933,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2934,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2935,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2936,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2937,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2938,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2939,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2940,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2941,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2942,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2943,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2944,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2945,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2946,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2947,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2948,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2949,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2950,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2951,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2952,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2953,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2954,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2955,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2956,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2957,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2958,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2959,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2960,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2961,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2962,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2963,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2964,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2965,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2966,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2967,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2968,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2969,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2970,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2971,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2972,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2973,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2974,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2975,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2976,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2977,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2978,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2979,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2980,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2981,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2982,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2983,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2984,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2985,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2986,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2987,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2988,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2989,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2990,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2991,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2992,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2993,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2994,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2995,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2996,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2997,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2998,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
2999,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3000,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3001,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3002,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3003,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3004,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3005,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3006,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3007,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3008,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3009,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3010,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3011,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3012,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3013,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3014,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3015,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3016,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3017,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3018,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3019,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3020,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3021,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3022,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3023,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3024,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3025,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3026,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3027,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3028,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3029,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3030,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3031,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3032,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3033,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3034,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3035,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3036,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3037,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3038,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3039,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3040,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3041,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3042,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3043,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3044,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3045,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3046,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3047,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3048,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3049,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3050,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3051,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3052,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3053,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3054,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3055,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3056,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3057,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3058,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3059,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3060,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3061,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3062,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3063,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3064,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3065,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3066,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3067,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3068,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3069,23545,18881,19.81%,1634,1072,34.39%,50367,38934,22.70%
3070,23545,18880,19.81%,1634,1072,34.39%,50367,38928,22.71%
3071,23545,18880,19.81%,1634,1072,34.39%,50367,38928,22.71%
3072,23545,18880,19.81%,1634,1072,34.39%,50367,38928,22.71%
3073,23545,18880,19.81%,1634,1072,34.39%,50367,38928,22.71%
3074,23545,18880,19.81%,1634,1072,34.39%,50367,38928,22.71%
3075,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3076,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3077,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3078,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3079,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3080,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3081,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3082,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3083,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3084,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3085,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3086,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3087,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3088,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3089,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3090,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3091,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3092,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3093,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3094,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3095,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3096,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3097,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3098,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3099,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3100,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3101,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3102,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3103,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3104,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3105,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3106,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3107,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3108,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3109,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3110,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3111,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3112,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3113,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3114,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3115,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3116,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3117,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3118,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3119,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3120,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3121,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3122,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3123,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3124,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3125,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3126,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3127,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3128,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3129,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3130,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3131,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3132,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3133,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3134,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3135,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3136,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3137,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3138,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3139,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3140,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3141,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3142,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3143,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3144,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3145,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3146,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3147,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3148,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3149,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3150,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3151,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3152,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3153,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3154,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3155,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3156,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3157,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3158,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3159,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3160,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3161,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3162,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3163,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3164,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3165,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3166,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3167,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3168,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3169,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3170,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3171,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
3172,23545,18879,19.82%,1634,1072,34.39%,50367,38928,22.71%
